ekatte;postal_code;type;name;name_latin;municipality;municipality_latin;district;district_latin
4515;9616;с.;Бобовец;Bobovets;Балчик;Balchik;Добрич;Dobrich
4529;2454;с.;Бобораци;Boboratsi;Радомир;Radomir;Перник;Pernik
4532;2660;гр.;Бобошево;Boboshevo;Бобошево;Boboshevo;Кюстендил;Kyustendil
4546;2270;с.;Бов;Bov;Своге;Svoge;София;Sofia
14461;2270;с.;Бов;Bov;Своге;Svoge;София;Sofia
7925;6781;с.;Богатино;Bogatino;Ардино;Ardino;Кърджали;Kardzhali
4555;5421;с.;Богатово;Bogatovo;Севлиево;Sevlievo;Габрово;Gabrovo
4580;9348;с.;Богдан;Bogdan;Добрич-селска;Dobrich-selska;Добрич;Dobrich
4563;4343;с.;Богдан;Bogdan;Карлово;Karlovo;Пловдив;Plovdiv
4594;4115;с.;Богданица;Bogdanitsa;Садово;Sadovo;Пловдив;Plovdiv
4604;2116;с.;Богданлия;Bogdanlia;Елин Пелин;Elin Pelin;София;Sofia
4618;2341;с.;Богданов дол;Bogdanov dol;Перник;Pernik;Перник;Pernik
4621;8337;с.;Богданово;Bogdanovo;Средец;Sredets;Бургас;Burgas
4635;8948;с.;Богданово;Bogdanovo;Нова Загора;Nova Zagora;Сливен;Sliven
4649;2060;с.;Богдановци;Bogdanovtsi;Ихтиман;Ihtiman;София;Sofia
4652;5084;с.;Богданско;Bogdansko;Елена;Elena;Велико Търново;Veliko Tarnovo
4666;7449;с.;Богданци;Bogdantsi;Самуил;Samuil;Разград;Razgrad
4670;7611;с.;Богданци;Bogdantsi;Главиница;Glavinitsa;Силистра;Silistra
4683;5301;с.;Богданчовци;Bogdanchovtsi;Габрово;Gabrovo;Габрово;Gabrovo
4697;2467;с.;Богойна;Bogoyna;Трън;Tran;Перник;Pernik
4707;2931;с.;Боголин;Bogolin;Сатовча;Satovcha;Благоевград;Blagoevgrad
4724;6460;с.;Богомил;Bogomil;Харманли;Harmanli;Хасково;Haskovo
4738;6065;с.;Богомилово;Bogomilovo;Стара Загора;Stara Zagora;Стара Загора;Stara Zagora
4741;7458;с.;Богомилци;Bogomiltsi;Самуил;Samuil;Разград;Razgrad
4755;7997;с.;Богомолско;Bogomolsko;Антоново;Antonovo;Търговище;Targovishte
4772;7542;с.;Богорово;Bogorovo;Силистра;Silistra;Силистра;Silistra
4786;8687;с.;Богорово;Bogorovo;Стралджа;Straldzha;Ямбол;Yambol
66322;2875;с.;Богородица;Bogoroditsa;Петрич;Petrich;Благоевград;Blagoevgrad
4796;2509;с.;Богослов;Bogoslov;Кюстендил;Kyustendil;Кюстендил;Kyustendil
4801;4855;с.;Богутево;Bogutevo;Чепеларе;Chepelare;Смолян;Smolyan
4813;2235;с.;Богьовци;Bogyovtsi;Костинброд;Kostinbrod;София;Sofia
4827;3128;с.;Боденец;Bodenets;Мездра;Mezdra;Враца;Vratsa
4844;6446;с.;Бодрово;Bodrovo;Димитровград;Dimitrovgrad;Хасково;Haskovo
4861;4964;с.;Боево;Boevo;Рудозем;Rudozem;Смолян;Smolyan
4892;2066;с.;Боерица;Boeritsa;Ихтиман;Ihtiman;София;Sofia
4902;6744;с.;Божак;Bozhak;Кърджали;Kardzhali;Кърджали;Kardzhali
4916;9475;с.;Божан;Bozhan;Тервел;Tervel;Добрич;Dobrich
4927;9677;с.;Божаново;Bozhanovo;Шабла;Shabla;Добрич;Dobrich
4933;2811;с.;Бождово;Bozhdovo;Сандански;Sandanski;Благоевград;Blagoevgrad
4947;8844;с.;Божевци;Bozhevtsi;Сливен;Sliven;Сливен;Sliven
4950;2157;с.;Боженица;Bozhenitsa;Ботевград;Botevgrad;София;Sofia
4964;5349;с.;Боженците;Bozhentsite;Габрово;Gabrovo;Габрово;Gabrovo
4981;7089;с.;Божичен;Bozhichen;Иваново;Ivanovo;Русе;Ruse
5009;9656;с.;Божурец;Bozhurets;Каварна;Kavarna;Добрич;Dobrich
5013;5848;с.;Божурица;Bozhuritsa;Долна Митрополия;Dolna Mitropolia;Плевен;Pleven
5027;2227;гр.;Божурище;Bozhurishte;Божурище;Bozhurishte;София;Sofia
5030;7765;с.;Божурка;Bozhurka;Търговище;Targovishte;Търговище;Targovishte
5044;5926;с.;Божурлук;Bozhurluk;Левски;Levski;Плевен;Pleven
5061;9368;с.;Божурово;Bozhurovo;Добрич-селска;Dobrich-selska;Добрич;Dobrich
5058;7335;с.;Божурово;Bozhurovo;Кубрат;Kubrat;Разград;Razgrad
5075;9874;с.;Божурово;Bozhurovo;Върбица;Varbitsa;Шумен;Shumen
5089;6704;с.;Божурци;Bozhurtsi;Черноочене;Chernoochene;Кърджали;Kardzhali
5092;8872;с.;Бозаджии;Bozadzhii;Сливен;Sliven;Сливен;Sliven
5102;9273;с.;Бозвелийско;Bozveliysko;Провадия;Provadia;Варна;Varna
17960;6269;с.;Боздуганово;Bozduganovo;Раднево;Radnevo;Стара Загора;Stara Zagora
7853;4654;с.;Бозьова;Bozyova;Велинград;Velingrad;Пазарджик;Pazardzhik
5124;7683;с.;Боил;Boil;Дулово;Dulovo;Силистра;Silistra
5147;2181;с.;Бойковец;Boykovets;Етрополе;Etropole;София;Sofia
5150;4103;с.;Бойково;Boykovo;Родопи;Rodopi;Пловдив;Plovdiv
5164;5080;с.;Бойковци;Boykovtsi;Елена;Elena;Велико Търново;Veliko Tarnovo
5181;6958;с.;Бойник;Boynik;Крумовград;Krumovgrad;Кърджали;Kardzhali
5195;3840;с.;Бойница;Boynitsa;Бойница;Boynitsa;Видин;Vidin
5205;6730;с.;Бойно;Boyno;Кърджали;Kardzhali;Кърджали;Kardzhali
5219;5307;с.;Бойновци;Boynovtsi;Габрово;Gabrovo;Габрово;Gabrovo
5222;5050;с.;Бойчеви колиби;Boychevi kolibi;Велико Търново;Veliko Tarnovo;Велико Търново;Veliko Tarnovo
7908;5309;с.;Бойчета;Boycheta;Габрово;Gabrovo;Габрово;Gabrovo
5236;3430;гр.;Бойчиновци;Boychinovtsi;Бойчиновци;Boychinovtsi;Монтана;Montana
5240;5038;с.;Бойчовци;Boychovtsi;Велико Търново;Veliko Tarnovo;Велико Търново;Veliko Tarnovo
5253;3517;с.;Бокиловци;Bokilovtsi;Берковица;Berkovitsa;Монтана;Montana
5267;5340;с.;Болтата;Boltata;Габрово;Gabrovo;Габрово;Gabrovo
5270;4132;с.;Болярино;Bolyarino;Раковски;Rakovski;Пловдив;Plovdiv
5284;8720;гр.;Болярово;Bolyarovo;Болярово;Bolyarovo;Ямбол;Yambol
5298;6474;с.;Болярски извор;Bolyarski izvor;Харманли;Harmanli;Хасково;Haskovo
5308;8631;с.;Болярско;Bolyarsko;Тунджа;Tundzha;Ямбол;Yambol
5311;9124;с.;Болярци;Bolyartsi;Аврен;Avren;Варна;Varna
5325;6681;с.;Болярци;Bolyartsi;Кърджали;Kardzhali;Кърджали;Kardzhali
5339;4114;с.;Болярци;Bolyartsi;Садово;Sadovo;Пловдив;Plovdiv
5342;9472;с.;Бонево;Bonevo;Тервел;Tervel;Добрич;Dobrich
7870;4233;с.;Бор;Bor;Асеновград;Asenovgrad;Пловдив;Plovdiv
5356;4144;с.;Борец;Borets;Брезово;Brezovo;Пловдив;Plovdiv
5365;4961;с.;Борие;Borie;Рудозем;Rudozem;Смолян;Smolyan
5387;4926;с.;Борика;Borika;Мадан;Madan;Смолян;Smolyan
5390;2064;с.;Борика;Borika;Ихтиман;Ihtiman;София;Sofia
5400;5335;с.;Борики;Boriki;Габрово;Gabrovo;Габрово;Gabrovo
5414;4762;с.;Бориково;Borikovo;Смолян;Smolyan;Смолян;Smolyan
5428;3838;с.;Бориловец;Borilovets;Бойница;Boynitsa;Видин;Vidin
5431;6046;с.;Борилово;Borilovo;Стара Загора;Stara Zagora;Стара Загора;Stara Zagora
5445;5672;с.;Борима;Borima;Троян;Troyan;Ловеч;Lovech
5459;4464;с.;Боримечково;Borimechkovo;Лесичово;Lesichovo;Пазарджик;Pazardzhik
5462;4824;с.;Борино;Borino;Борино;Borino;Смолян;Smolyan
5476;4905;с.;Бориново;Borinovo;Мадан;Madan;Смолян;Smolyan
5480;8999;с.;Боринци;Borintsi;Котел;Kotel;Сливен;Sliven
5493;5889;с.;Борислав;Borislav;Пордим;Pordim;Плевен;Pleven
5503;6478;с.;Бориславци;Borislavtsi;Маджарово;Madzharovo;Хасково;Haskovo
5517;7064;с.;Борисово;Borisovo;Сливо поле;Slivo pole;Русе;Ruse
5520;8731;с.;Борисово;Borisovo;Елхово;Elhovo;Ямбол;Yambol
5534;2407;с.;Борнарево;Bornarevo;Радомир;Radomir;Перник;Pernik
5551;8898;с.;Боров дол;Borov dol;Твърдица;Tvarditsa;Сливен;Sliven
5548;3240;с.;Борован;Borovan;Борован;Borovan;Враца;Vratsa
5565;2626;с.;Боровец;Borovets;Кочериново;Kocherinovo;Кюстендил;Kyustendil
5579;4923;с.;Боровина;Borovina;Мадан;Madan;Смолян;Smolyan
5582;3955;с.;Боровица;Borovitsa;Белоградчик;Belogradchik;Видин;Vidin
80176;6790;с.;Боровица;Borovitsa;Ардино;Ardino;Кърджали;Kardzhali
5596;2884;с.;Боровичене;Borovichene;Петрич;Petrich;Благоевград;Blagoevgrad
5606;2904;с.;Борово;Borovo;Гоце Делчев;Gotse Delchev;Благоевград;Blagoevgrad
5623;4243;с.;Борово;Borovo;Лъки;Laki;Пловдив;Plovdiv
5611;7174;гр.;Борово;Borovo;Борово;Borovo;Русе;Ruse
5637;6070;с.;Борово;Borovo;Стара Загора;Stara Zagora;Стара Загора;Stara Zagora
5640;6698;с.;Боровско;Borovsko;Черноочене;Chernoochene;Кърджали;Kardzhali
5654;3528;с.;Боровци;Borovtsi;Берковица;Berkovitsa;Монтана;Montana
5668;5333;с.;Борското;Borskoto;Габрово;Gabrovo;Габрово;Gabrovo
5671;6187;с.;Борущица;Borushtitsa;Мъглиж;Maglizh;Стара Загора;Stara Zagora
5685;9752;с.;Борци;Bortsi;Венец;Venets;Шумен;Shumen
5699;9255;с.;Боряна;Boryana;Дългопол;Dalgopol;Варна;Varna
5709;5084;с.;Босевци;Bosevtsi;Елена;Elena;Велико Търново;Veliko Tarnovo
5712;6697;с.;Босилица;Bosilitsa;Черноочене;Chernoochene;Кърджали;Kardzhali
5726;8446;с.;Босилково;Bosilkovo;Сунгурларе;Sungurlare;Бургас;Burgas
5737;4945;с.;Босилково;Bosilkovo;Баните;Banite;Смолян;Smolyan
5743;7128;с.;Босилковци;Bosilkovtsi;Бяла;Byala;Русе;Ruse
5757;7533;с.;Босна;Bosna;Ситово;Sitovo;Силистра;Silistra
5760;2345;с.;Боснек;Bosnek;Перник;Pernik;Перник;Pernik
5791;6716;с.;Бостанци;Bostantsi;Черноочене;Chernoochene;Кърджали;Kardzhali
5801;4745;с.;Бостина;Bostina;Смолян;Smolyan;Смолян;Smolyan
5815;2140;гр.;Ботевград;Botevgrad;Ботевград;Botevgrad;София;Sofia
5829;9159;с.;Ботево;Botevo;Аксаково;Aksakovo;Варна;Varna
5832;3746;с.;Ботево;Botevo;Видин;Vidin;Видин;Vidin
5846;3353;с.;Ботево;Botevo;Хайредин;Hayredin;Враца;Vratsa
5852;3634;с.;Ботево;Botevo;Вълчедръм;Valchedram;Монтана;Montana
5863;8638;с.;Ботево;Botevo;Тунджа;Tundzha;Ямбол;Yambol
5877;7125;с.;Ботров;Botrov;Бяла;Byala;Русе;Ruse
5894;3046;с.;Ботуня;Botunya;Криводол;Krivodol;Враца;Vratsa
5904;6589;с.;Ботурче;Boturche;Ивайловград;Ivaylovgrad;Хасково;Haskovo
5918;2483;с.;Бохова;Bohova;Трън;Tran;Перник;Pernik
5921;5891;с.;Бохот;Bohot;Плевен;Pleven;Плевен;Pleven
5935;5035;с.;Бочковци;Bochkovtsi;Велико Търново;Veliko Tarnovo;Велико Търново;Veliko Tarnovo
5949;4481;с.;Бошуля;Boshulya;Септември;Septemvri;Пазарджик;Pazardzhik
5952;8640;с.;Бояджик;Boyadzhik;Тунджа;Tundzha;Ямбол;Yambol
5966;9771;с.;Боян;Boyan;Венец;Venets;Шумен;Shumen
5983;6374;с.;Боян Ботево;Boyan Botevo;Минерални бани;Mineralni bani;Хасково;Haskovo
5978;9147;с.;Бояна;Boyana;Вълчи дол;Valchi dol;Варна;Varna
5997;3832;с.;Бояново;Boyanovo;Грамада;Gramada;Видин;Vidin
6001;8730;с.;Бояново;Boyanovo;Елхово;Elhovo;Ямбол;Yambol
6015;5041;с.;Бояновци;Boyanovtsi;Велико Търново;Veliko Tarnovo;Велико Търново;Veliko Tarnovo
6029;4246;с.;Боянци;Boyantsi;Асеновград;Asenovgrad;Пловдив;Plovdiv
6032;7568;с.;Брадвари;Bradvari;Силистра;Silistra;Силистра;Silistra
6046;7855;с.;Бракница;Braknitsa;Попово;Popovo;Търговище;Targovishte
6050;2251;с.;Бракьовци;Brakyovtsi;Годеч;Godech;София;Sofia
6077;4109;с.;Браниполе;Branipole;Родопи;Rodopi;Пловдив;Plovdiv
6080;6463;с.;Браница;Branitsa;Харманли;Harmanli;Хасково;Haskovo
6094;9967;с.;Браничево;Branichevo;Каолиново;Kaolinovo;Шумен;Shumen
6104;9361;с.;Бранище;Branishte;Добрич-селска;Dobrich-selska;Добрич;Dobrich
6118;5041;с.;Бранковци;Brankovtsi;Велико Търново;Veliko Tarnovo;Велико Търново;Veliko Tarnovo
6121;3824;с.;Бранковци;Brankovtsi;Грамада;Gramada;Видин;Vidin
6135;8983;с.;Братан;Bratan;Котел;Kotel;Сливен;Sliven
6149;4412;с.;Братаница;Bratanitsa;Пазарджик;Pazardzhik;Пазарджик;Pazardzhik
6152;8111;с.;Братово;Bratovo;Бургас;Burgas;Бургас;Burgas
6166;7764;с.;Братово;Bratovo;Търговище;Targovishte;Търговище;Targovishte
6175;2222;с.;Братушково;Bratushkovo;Сливница;Slivnitsa;София;Sofia
6183;6250;с.;Братя Даскалови;Bratya Daskalovi;Братя Даскалови;Bratya Daskalovi;Стара Загора;Stara Zagora
6197;6057;с.;Братя Кунчеви;Bratya Kunchevi;Стара Загора;Stara Zagora;Стара Загора;Stara Zagora
6207;4579;гр.;Брацигово;Bratsigovo;Брацигово;Bratsigovo;Пазарджик;Pazardzhik
6210;5862;с.;Брегаре;Bregare;Долна Митрополия;Dolna Mitropolia;Плевен;Pleven
6224;3790;гр.;Брегово;Bregovo;Брегово;Bregovo;Видин;Vidin
7942;6878;с.;Брегово;Bregovo;Кирково;Kirkovo;Кърджали;Kardzhali
7939;6850;с.;Брежана;Brezhana;Джебел;Dzhebel;Кърджали;Kardzhali
6238;2750;с.;Брежани;Brezhani;Симитли;Simitli;Благоевград;Blagoevgrad
6241;5360;с.;Брежниците;Brezhnitsite;Трявна;Tryavna;Габрово;Gabrovo
6255;4959;с.;Бреза;Breza;Рудозем;Rudozem;Смолян;Smolyan
6269;4849;с.;Брезе;Breze;Девин;Devin;Смолян;Smolyan
6272;2278;с.;Брезе;Breze;Своге;Svoge;София;Sofia
77116;6792;с.;Брезен;Brezen;Ардино;Ardino;Кърджали;Kardzhali
6286;2360;гр.;Брезник;Breznik;Брезник;Breznik;Перник;Pernik
6306;2972;с.;Брезница;Breznitsa;Гоце Делчев;Gotse Delchev;Благоевград;Blagoevgrad
6313;2385;с.;Брезнишки извор;Breznishki izvor;Брезник;Breznik;Перник;Pernik
6327;2292;с.;Брезовдол;Brezovdol;Своге;Svoge;София;Sofia
6344;5083;с.;Брезово;Brezovo;Елена;Elena;Велико Търново;Veliko Tarnovo
6361;4160;гр.;Брезово;Brezovo;Брезово;Brezovo;Пловдив;Plovdiv
6375;5834;с.;Бреница;Brenitsa;Кнежа;Knezha;Плевен;Pleven
6389;7649;с.;Бреница;Brenitsa;Тутракан;Tutrakan;Силистра;Silistra
6392;2558;с.;Брест;Brest;Трекляно;Treklyano;Кюстендил;Kyustendil
6402;5971;с.;Брест;Brest;Гулянци;Gulyantsi;Плевен;Pleven
6416;9290;с.;Брестак;Brestak;Вълчи дол;Valchi dol;Варна;Varna
6421;2072;с.;Брестака;Brestaka;Мирково;Mirkovo;София;Sofia
6433;5992;с.;Бресте;Breste;Червен бряг;Cherven bryag;Плевен;Pleven
6447;4107;с.;Брестник;Brestnik;Родопи;Rodopi;Пловдив;Plovdiv
6464;9484;с.;Брестница;Brestnitsa;Тервел;Tervel;Добрич;Dobrich
6450;5761;с.;Брестница;Brestnitsa;Ябланица;Yablanitsa;Ловеч;Lovech
6478;6194;с.;Брестова;Brestova;Мъглиж;Maglizh;Стара Загора;Stara Zagora
